season,player_id,role,opportunities,k_total,k_rate
2025,579328,pitcher,1,5,5.0
2025,669257,batter,4,1,0.25
2025,681911,pitcher,0,1,1.0
2025,571771,batter,2,1,0.5
2025,571970,batter,4,2,0.5
2025,607455,pitcher,0,1,1.0
2025,518692,batter,5,1,0.2
2025,808975,batter,3,1,0.3333333333333333
2025,656945,pitcher,0,1,1.0
2025,669242,batter,5,1,0.2
2025,660271,batter,5,1,0.2
2025,606192,batter,4,0,0.0
2025,681624,batter,5,0,0.0
2025,605141,batter,5,0,0.0
2025,489446,pitcher,0,2,2.0
2025,669160,pitcher,1,1,1.0
2025,673513,pitcher,0,1,1.0
2025,663158,pitcher,0,1,1.0
2025,593974,pitcher,0,0,0.0
2025,701538,batter,3,1,0.3333333333333333
2025,663604,batter,2,2,1.0
2025,669093,pitcher,0,1,1.0
2025,657757,batter,5,1,0.2
2025,670970,pitcher,0,2,2.0
2025,592518,batter,5,1,0.2
2025,601713,pitcher,1,3,3.0
2025,642180,batter,1,0,0.0
2025,669308,pitcher,0,0,0.0
2025,665487,batter,3,0,0.0
2025,593428,batter,4,0,0.0
2025,553869,batter,4,1,0.25
2025,630105,batter,3,0,0.0
2025,650333,batter,5,0,0.0
2025,702284,batter,5,1,0.2
2025,456781,batter,3,0,0.0
2025,668227,batter,5,2,0.4
2025,641487,batter,3,0,0.0
2025,668984,pitcher,0,3,3.0
2025,642133,batter,2,1,0.5
2025,686527,batter,3,1,0.3333333333333333
2025,663728,batter,5,0,0.0
2025,670156,batter,2,2,1.0
2025,664238,batter,2,2,1.0
2025,662253,pitcher,0,1,1.0
2025,642100,pitcher,0,0,0.0
2025,677594,batter,5,2,0.4
2025,660825,pitcher,0,1,1.0
2025,810938,batter,2,0,0.0
2025,593871,batter,5,1,0.2
2025,676106,pitcher,1,3,3.0
2025,672841,pitcher,0,2,2.0
2025,645444,batter,3,2,0.6666666666666666
2025,647304,batter,5,0,0.0
2025,666661,pitcher,0,1,1.0
2025,694374,batter,0,0,0.0
2025,571946,pitcher,0,0,0.0
2025,518876,pitcher,1,7,7.0
2025,656222,pitcher,0,1,1.0
2025,606466,batter,5,1,0.2
2025,545121,batter,0,0,0.0
2025,679885,pitcher,0,2,2.0
2025,672695,batter,3,1,0.3333333333333333
2025,553993,batter,5,2,0.4
2025,682998,batter,5,2,0.4
2025,666971,batter,3,0,0.0
2025,657044,pitcher,0,0,0.0
2025,656976,batter,3,1,0.3333333333333333
2025,679775,pitcher,0,1,1.0
2025,677950,batter,5,1,0.2
2025,656257,pitcher,0,0,0.0
2025,695445,pitcher,0,1,1.0
2025,676428,pitcher,1,3,3.0
2025,656716,batter,4,1,0.25
2025,663330,batter,4,1,0.25
2025,595879,batter,4,1,0.25
2025,682985,batter,4,1,0.25
2025,681481,batter,1,0,0.0
2025,679529,batter,4,2,0.5
2025,650402,batter,5,0,0.0
2025,687830,pitcher,0,5,5.0
2025,592454,pitcher,0,1,1.0
2025,678009,batter,4,0,0.0
2025,693307,batter,4,3,0.75
2025,676684,pitcher,0,1,1.0
2025,672761,batter,3,0,0.0
2025,700249,pitcher,1,6,6.0
2025,683002,batter,4,1,0.25
2025,668939,batter,3,1,0.3333333333333333
2025,656240,pitcher,0,0,0.0
2025,676059,batter,3,0,0.0
2025,657656,batter,3,2,0.6666666666666666
2025,622554,pitcher,0,0,0.0
2025,602104,batter,1,0,0.0
2025,702616,batter,4,1,0.25
2025,666974,pitcher,0,3,3.0
2025,681297,batter,4,2,0.5
2025,691723,batter,3,1,0.3333333333333333
2025,656811,batter,3,2,0.6666666666666666
2025,656775,batter,4,1,0.25
2025,682829,batter,3,1,0.3333333333333333
2025,641584,batter,2,1,0.5
2025,680574,batter,2,1,0.5
2025,666181,batter,4,1,0.25
2025,670770,batter,4,2,0.5
2025,669289,batter,0,0,0.0
2025,668715,batter,4,1,0.25
2025,663886,batter,4,2,0.5
2025,666158,batter,4,1,0.25
2025,687952,batter,4,2,0.5
2025,671096,pitcher,1,5,5.0
2025,663671,pitcher,0,1,1.0
2025,677944,pitcher,1,8,8.0
2025,671286,batter,3,0,0.0
2025,672356,batter,3,0,0.0
2025,670036,pitcher,0,2,2.0
2025,666134,batter,3,1,0.3333333333333333
2025,666310,batter,3,0,0.0
2025,681807,batter,4,1,0.25
2025,608070,batter,4,0,0.0
2025,680757,batter,3,0,0.0
2025,682657,batter,3,2,0.6666666666666666
2025,596001,pitcher,0,0,0.0
2025,683769,pitcher,0,1,1.0
2025,657041,batter,0,0,0.0
2025,467793,batter,4,1,0.25
2025,667472,batter,4,1,0.25
2025,645261,pitcher,1,6,6.0
2025,676572,batter,4,1,0.25
2025,678692,pitcher,0,1,1.0
2025,676534,pitcher,0,1,1.0
2025,691594,batter,3,0,0.0
2025,669364,batter,4,0,0.0
2025,669065,batter,4,2,0.5
2025,663743,batter,4,1,0.25
2025,669622,pitcher,0,0,0.0
2025,660821,batter,4,1,0.25
2025,682663,batter,4,0,0.0
2025,672640,batter,4,1,0.25
2025,624428,batter,4,0,0.0
2025,687462,batter,3,0,0.0
2025,668804,batter,3,2,0.6666666666666666
2025,665833,batter,4,2,0.5
2025,663647,batter,4,1,0.25
2025,669707,batter,0,0,0.0
2025,656605,pitcher,1,4,4.0
2025,676755,pitcher,0,3,3.0
2025,457705,batter,4,1,0.25
2025,643396,batter,3,0,0.0
2025,621366,pitcher,0,0,0.0
2025,680779,batter,4,1,0.25
2025,693304,batter,4,1,0.25
2025,663656,batter,4,3,0.75
2025,664023,batter,3,0,0.0
2025,573204,pitcher,0,1,1.0
2025,683737,batter,5,2,0.4
2025,691718,batter,5,0,0.0
2025,673548,batter,5,1,0.2
2025,624512,batter,4,0,0.0
2025,623167,pitcher,0,0,0.0
2025,621020,batter,4,1,0.25
2025,607067,pitcher,1,5,5.0
2025,518489,pitcher,0,2,2.0
2025,519151,pitcher,0,1,1.0
2025,663538,batter,4,0,0.0
2025,641745,pitcher,0,1,1.0
2025,807713,batter,5,0,0.0
2025,669016,batter,2,0,0.0
2025,592663,batter,3,0,0.0
2025,592206,batter,4,2,0.5
2025,664761,batter,4,0,0.0
2025,605452,pitcher,0,2,2.0
2025,681082,batter,4,2,0.5
2025,656941,batter,5,3,0.6
2025,805249,batter,4,2,0.5
2025,672578,pitcher,0,1,1.0
2025,592836,pitcher,0,1,1.0
2025,621383,pitcher,0,0,0.0
2025,596146,batter,4,0,0.0
2025,679032,batter,2,1,0.5
2025,690953,pitcher,1,3,3.0
2025,607208,batter,4,0,0.0
2025,678606,pitcher,0,2,2.0
2025,682928,batter,4,1,0.25
2025,665953,batter,2,0,0.0
2025,663993,batter,5,3,0.6
2025,605137,batter,3,0,0.0
2025,640448,pitcher,0,1,1.0
2025,669371,pitcher,0,0,0.0
2025,690987,batter,4,2,0.5
2025,695418,pitcher,0,0,0.0
2025,677588,batter,3,1,0.3333333333333333
2025,695578,batter,4,0,0.0
2025,669022,pitcher,1,6,6.0
2025,696285,batter,0,0,0.0
2025,669743,batter,4,2,0.5
2025,660688,batter,4,1,0.25
2025,671277,batter,2,1,0.5
2025,620443,batter,4,1,0.25
2025,621057,pitcher,0,2,2.0
2025,621438,batter,2,1,0.5
2025,643446,batter,4,0,0.0
2025,682668,batter,0,0,0.0
2025,683146,batter,2,0,0.0
2025,656288,pitcher,1,4,4.0
2025,676130,pitcher,0,1,1.0
2025,620454,pitcher,0,1,1.0
2025,624413,batter,4,0,0.0
2025,516782,batter,3,1,0.3333333333333333
2025,596019,batter,4,2,0.5
2025,621242,pitcher,0,2,2.0
2025,607043,batter,4,1,0.25
2025,665742,batter,4,1,0.25
2025,657585,pitcher,0,1,1.0
2025,677595,batter,3,2,0.6666666666666666
2025,676609,batter,2,1,0.5
2025,664040,batter,3,1,0.3333333333333333
2025,666624,batter,4,1,0.25
2025,686752,pitcher,1,9,9.0
2025,669438,pitcher,0,4,4.0
2025,663968,batter,2,1,0.5
2025,666018,batter,4,1,0.25
2025,666139,batter,3,0,0.0
2025,643376,batter,3,2,0.6666666666666666
2025,650490,batter,4,0,0.0
2025,691406,batter,4,0,0.0
2025,701350,batter,4,1,0.25
2025,669711,pitcher,0,0,0.0
2025,596115,batter,4,1,0.25
2025,676477,pitcher,0,3,3.0
2025,692225,batter,3,1,0.3333333333333333
2025,666152,batter,0,0,0.0
2025,646240,batter,4,2,0.5
2025,647351,batter,3,1,0.3333333333333333
2025,665966,batter,4,2,0.5
2025,680776,batter,3,2,0.6666666666666666
2025,678882,batter,3,2,0.6666666666666666
2025,608337,pitcher,1,4,4.0
2025,691785,batter,3,1,0.3333333333333333
2025,542888,pitcher,0,1,1.0
2025,694497,batter,5,0,0.0
2025,694671,batter,6,0,0.0
2025,669394,batter,6,1,0.16666666666666666
2025,696030,batter,0,0,0.0
2025,641816,pitcher,1,3,3.0
2025,608369,batter,3,0,0.0
2025,543760,batter,4,0,0.0
2025,673962,batter,5,2,0.4
2025,543309,batter,5,1,0.2
2025,677649,batter,0,0,0.0
2025,669701,batter,6,0,0.0
2025,664059,batter,1,0,0.0
2025,666969,batter,4,0,0.0
2025,676961,pitcher,0,0,0.0
2025,668390,pitcher,0,0,0.0
2025,623437,pitcher,0,0,0.0
2025,665019,batter,1,0,0.0
2025,686797,batter,0,0,0.0
2025,681146,pitcher,0,0,0.0
2025,681146,batter,1,0,0.0
2025,680573,pitcher,1,4,4.0
2025,660896,pitcher,0,0,0.0
2025,650489,batter,4,1,0.25
2025,680777,batter,3,0,0.0
2025,664056,batter,4,1,0.25
2025,664034,batter,3,0,0.0
2025,621043,batter,4,0,0.0
2025,668904,batter,4,0,0.0
2025,663616,batter,4,1,0.25
2025,621439,batter,4,0,0.0
2025,543056,pitcher,0,0,0.0
2025,670242,batter,4,1,0.25
2025,518934,batter,3,0,0.0
2025,672724,batter,1,1,1.0
2025,592450,batter,5,2,0.4
2025,657612,pitcher,0,0,0.0
2025,502671,batter,5,1,0.2
2025,691176,batter,5,0,0.0
2025,669224,batter,4,1,0.25
2025,700250,batter,1,0,0.0
2025,641555,batter,1,0,0.0
2025,683011,batter,5,1,0.2
2025,641355,batter,5,1,0.2
2025,665862,batter,4,1,0.25
2025,608331,pitcher,1,4,4.0
2025,660787,pitcher,0,1,1.0
2025,663757,batter,4,1,0.25
2025,666023,batter,4,0,0.0
2025,663697,batter,4,1,0.25
2025,686475,batter,2,0,0.0
2025,521692,batter,4,1,0.25
2025,670231,batter,0,0,0.0
2025,671221,batter,4,2,0.5
2025,592192,batter,4,0,0.0
2025,670950,pitcher,0,1,1.0
2025,664199,pitcher,0,0,0.0
2025,686469,batter,4,1,0.25
2025,663738,pitcher,0,2,2.0
2025,672580,batter,3,0,0.0
2025,702070,pitcher,1,6,6.0
2025,695506,batter,4,0,0.0
2025,677951,batter,3,0,0.0
2025,669397,batter,2,1,0.5
2025,689266,pitcher,0,1,1.0
2025,671739,batter,4,2,0.5
2025,663897,batter,0,0,0.0
2025,686948,batter,1,0,0.0
2025,621566,batter,4,1,0.25
2025,669221,batter,4,0,0.0
2025,660670,batter,4,0,0.0
2025,607481,pitcher,0,0,0.0
2025,642201,batter,3,0,0.0
2025,645277,batter,4,3,0.75
2025,663586,batter,4,3,0.75
2025,656550,pitcher,1,9,9.0
2025,614179,pitcher,0,2,2.0
2025,542303,batter,4,0,0.0
2025,687401,batter,3,0,0.0
2025,694192,batter,4,2,0.5
2025,641343,batter,4,2,0.5
2025,686555,batter,4,1,0.25
2025,686217,batter,3,0,0.0
2025,682842,pitcher,0,1,1.0
2025,682990,pitcher,1,7,7.0
2025,702332,batter,2,1,0.5
2025,661388,batter,2,1,0.5
2025,668930,batter,3,3,1.0
2025,656555,batter,4,2,0.5
2025,656730,pitcher,0,2,2.0
2025,666182,batter,5,0,0.0
2025,682729,batter,4,2,0.5
2025,676391,batter,5,0,0.0
2025,605135,pitcher,1,3,3.0
2025,665926,batter,5,0,0.0
2025,656546,pitcher,0,0,0.0
2025,702176,batter,4,0,0.0
2025,680718,batter,5,2,0.4
2025,543807,batter,4,1,0.25
2025,689254,pitcher,0,1,1.0
2025,643338,pitcher,0,0,0.0
2025,664702,batter,4,0,0.0
2025,672386,batter,5,0,0.0
2025,669357,batter,3,0,0.0
2025,687363,batter,3,0,0.0
2025,575929,batter,5,1,0.2
2025,688297,pitcher,0,2,2.0
2025,571448,batter,4,0,0.0
2025,681517,pitcher,0,1,1.0
2025,571945,pitcher,1,2,2.0
2025,668723,batter,0,0,0.0
2025,676475,batter,5,0,0.0
2025,667463,pitcher,0,0,0.0
2025,650968,batter,1,0,0.0
2025,686780,batter,4,0,0.0
2025,680977,batter,3,1,0.3333333333333333
2025,691026,batter,5,1,0.2
2025,671056,batter,5,1,0.2
2025,621051,pitcher,0,1,1.0
2025,685126,pitcher,0,1,1.0
2025,668942,batter,4,2,0.5
2025,643565,batter,4,1,0.25
2025,681343,pitcher,1,4,4.0
2025,671284,batter,2,1,0.5
2025,805367,batter,3,2,0.6666666666666666
2025,691019,batter,2,1,0.5
2025,691799,pitcher,0,0,0.0
2025,700337,batter,4,1,0.25
2025,643217,batter,3,1,0.3333333333333333
2025,681962,batter,0,0,0.0
2025,572191,batter,0,0,0.0
2025,673357,batter,4,1,0.25
2025,678246,batter,4,3,0.75
2025,694376,batter,1,0,0.0
2025,670623,batter,2,0,0.0
2025,689200,batter,3,1,0.3333333333333333
2025,605170,batter,4,0,0.0
2025,701358,batter,4,1,0.25
2025,676694,batter,4,0,0.0
2025,672391,pitcher,0,1,1.0
2025,656986,pitcher,0,4,4.0
2025,514888,batter,3,0,0.0
2025,665161,batter,4,2,0.5
2025,681869,pitcher,0,2,2.0
2025,621121,pitcher,1,6,6.0
2025,572233,batter,3,1,0.3333333333333333
2025,673237,batter,3,1,0.3333333333333333
2025,669477,batter,4,1,0.25
2025,666464,batter,3,2,0.6666666666666666
2025,671218,batter,2,1,0.5
2025,668800,batter,3,0,0.0
2025,666149,batter,1,1,1.0
2025,690986,pitcher,1,6,6.0
2025,527038,batter,4,1,0.25
2025,702352,pitcher,0,3,3.0
2025,642086,batter,5,1,0.2
2025,808982,batter,5,1,0.2
2025,666808,pitcher,0,0,0.0
2025,642715,batter,3,1,0.3333333333333333
2025,573262,batter,2,1,0.5
2025,669062,pitcher,0,1,1.0
2025,669374,batter,2,2,1.0
2025,666160,batter,1,1,1.0
2025,680767,pitcher,0,0,0.0
2025,642731,batter,5,1,0.2
2025,687223,pitcher,1,2,2.0
2025,656541,batter,1,1,1.0
2025,641857,batter,2,1,0.5
2025,671289,batter,1,0,0.0
2025,690022,batter,4,2,0.5
2025,696100,batter,5,1,0.2
2025,571657,batter,2,0,0.0
2025,641755,pitcher,0,1,1.0
2025,687597,batter,5,1,0.2
2025,688642,pitcher,0,0,0.0
2025,686668,batter,4,0,0.0
2025,656234,pitcher,0,5,5.0
2025,606115,batter,1,0,0.0
2025,678020,pitcher,0,2,2.0
2025,671732,batter,4,2,0.5
2025,649966,batter,3,1,0.3333333333333333
2025,667670,batter,4,0,0.0
2025,642851,batter,4,3,0.75
2025,519008,pitcher,0,0,0.0
2025,621053,pitcher,0,2,2.0
2025,687765,pitcher,1,4,4.0
2025,680474,batter,3,1,0.3333333333333333
2025,547184,pitcher,0,0,0.0
2025,691777,batter,4,3,0.75
2025,672016,batter,4,2,0.5
2025,691016,batter,4,1,0.25
2025,701762,batter,4,1,0.25
2025,663687,pitcher,0,0,0.0
2025,650859,batter,4,0,0.0
2025,687263,batter,4,0,0.0
2025,624585,batter,4,2,0.5
2025,518595,batter,1,0,0.0
2025,664068,batter,2,1,0.5
2025,667755,pitcher,1,12,12.0
2025,519326,pitcher,0,0,0.0
2025,621493,batter,3,1,0.3333333333333333
2025,545361,batter,4,1,0.25
2025,445276,pitcher,0,0,0.0
2025,666176,batter,3,1,0.3333333333333333
2025,621028,batter,1,0,0.0
2025,694384,batter,4,0,0.0
2025,681351,batter,4,0,0.0
2025,672282,pitcher,0,2,2.0
2025,642152,pitcher,1,0,0.0
2025,624424,batter,3,2,0.6666666666666666
2025,687221,batter,3,2,0.6666666666666666
2025,571771,pitcher,0,0,0.0
2025,571771,batter,2,2,1.0
2025,571970,batter,3,2,0.6666666666666666
2025,518692,batter,4,0,0.0
2025,808975,batter,1,0,0.0
2025,669422,pitcher,0,6,6.0
2025,669242,batter,3,0,0.0
2025,660271,batter,3,1,0.3333333333333333
2025,606192,batter,3,2,0.6666666666666666
2025,681624,batter,4,1,0.25
2025,605141,batter,2,0,0.0
2025,500743,batter,1,0,0.0
2025,669134,batter,1,0,0.0
2025,455117,batter,4,1,0.25
2025,688158,pitcher,0,1,1.0
2025,701538,batter,4,0,0.0
2025,663604,batter,2,0,0.0
2025,657757,batter,3,1,0.3333333333333333
2025,656302,pitcher,1,11,11.0
2025,592518,batter,5,0,0.0
2025,642180,batter,4,0,0.0
2025,665487,batter,2,1,0.5
2025,593428,batter,5,1,0.2
2025,630105,batter,4,2,0.5
2025,650333,batter,5,0,0.0
2025,702284,batter,4,1,0.25
2025,688138,pitcher,1,5,5.0
2025,641487,batter,4,1,0.25
2025,668227,batter,4,0,0.0
2025,642133,batter,5,1,0.2
2025,686527,batter,3,0,0.0
2025,663804,pitcher,0,3,3.0
2025,663728,batter,5,1,0.2
2025,663423,pitcher,0,1,1.0
2025,677594,batter,5,2,0.4
2025,810938,batter,3,1,0.3333333333333333
2025,593871,batter,4,0,0.0
2025,647304,batter,4,0,0.0
2025,694374,batter,0,0,0.0
2025,694297,pitcher,1,4,4.0
2025,686826,pitcher,0,2,2.0
2025,606466,batter,3,2,0.6666666666666666
2025,672695,batter,3,0,0.0
2025,672515,batter,4,1,0.25
2025,553993,batter,4,1,0.25
2025,682998,batter,5,1,0.2
2025,666971,batter,4,2,0.5
2025,605463,pitcher,0,1,1.0
2025,656976,batter,3,2,0.6666666666666666
2025,677950,batter,3,0,0.0
2025,669199,pitcher,0,2,2.0
2025,667472,batter,2,0,0.0
2025,681715,batter,4,1,0.25
2025,676572,batter,3,0,0.0
2025,615698,pitcher,1,6,6.0
2025,691594,batter,1,0,0.0
2025,669364,batter,4,1,0.25
2025,669065,batter,2,2,1.0
2025,689414,batter,1,0,0.0
2025,663743,batter,2,0,0.0
2025,660821,batter,2,0,0.0
2025,682663,batter,4,1,0.25
2025,681393,batter,4,1,0.25
2025,672640,batter,4,2,0.5
2025,672744,batter,0,0,0.0
2025,624428,batter,3,1,0.3333333333333333
2025,687462,batter,4,2,0.5
2025,668804,batter,3,1,0.3333333333333333
2025,665833,batter,3,1,0.3333333333333333
2025,657571,pitcher,0,1,1.0
2025,663647,batter,3,1,0.3333333333333333
2025,457705,batter,4,1,0.25
2025,643396,batter,1,0,0.0
2025,642701,pitcher,0,2,2.0
2025,680779,batter,4,1,0.25
2025,663559,pitcher,1,3,3.0
2025,670280,pitcher,0,2,2.0
2025,693304,batter,3,0,0.0
2025,677952,pitcher,0,0,0.0
2025,663656,batter,4,2,0.5
2025,664023,batter,4,2,0.5
2025,608348,batter,4,0,0.0
2025,519141,pitcher,0,1,1.0
2025,673548,batter,4,2,0.5
2025,621020,batter,4,1,0.25
2025,660644,batter,4,1,0.25
2025,663538,batter,4,1,0.25
2025,676962,pitcher,1,5,5.0
2025,650893,pitcher,0,3,3.0
2025,807713,batter,3,2,0.6666666666666666
2025,457759,batter,4,0,0.0
2025,666200,pitcher,1,10,10.0
2025,592663,batter,4,1,0.25
2025,592206,batter,4,3,0.75
2025,664761,batter,4,0,0.0
2025,681082,batter,4,1,0.25
2025,656941,batter,3,1,0.3333333333333333
2025,805249,batter,4,1,0.25
2025,676661,pitcher,0,1,1.0
2025,596146,batter,3,1,0.3333333333333333
2025,679032,batter,4,1,0.25
2025,607208,batter,3,0,0.0
2025,675650,pitcher,0,0,0.0
2025,682829,batter,4,0,0.0
2025,680689,pitcher,0,3,3.0
2025,605130,pitcher,0,2,2.0
2025,686747,pitcher,0,0,0.0
2025,680574,batter,2,0,0.0
2025,656582,batter,4,1,0.25
2025,641658,batter,3,1,0.3333333333333333
2025,670770,batter,3,1,0.3333333333333333
2025,669289,batter,4,0,0.0
2025,668715,batter,4,1,0.25
2025,624431,batter,4,1,0.25
2025,664139,pitcher,0,1,1.0
2025,666157,pitcher,1,6,6.0
2025,687952,batter,3,2,0.6666666666666666
2025,663671,pitcher,0,0,0.0
2025,661403,pitcher,0,1,1.0
2025,671286,batter,4,3,0.75
2025,672356,batter,4,3,0.75
2025,666134,batter,2,1,0.5
2025,666310,batter,0,0,0.0
2025,671106,pitcher,1,6,6.0
2025,681807,batter,1,1,1.0
2025,624513,batter,4,2,0.5
2025,608070,batter,4,0,0.0
2025,682657,batter,4,1,0.25
2025,700932,batter,3,0,0.0
2025,657041,batter,5,1,0.2
2025,467793,batter,4,0,0.0
2025,669397,batter,3,0,0.0
2025,671739,batter,4,2,0.5
2025,680885,pitcher,1,9,9.0
2025,686948,batter,5,3,0.6
2025,621566,batter,4,1,0.25
2025,660670,batter,5,0,0.0
2025,642201,batter,4,2,0.5
2025,645277,batter,4,2,0.5
2025,663586,batter,4,1,0.25
2025,542303,batter,4,1,0.25
2025,694477,pitcher,1,8,8.0
2025,687401,batter,3,1,0.3333333333333333
2025,694192,batter,4,0,0.0
2025,641343,batter,4,0,0.0
2025,686217,batter,3,0,0.0
2025,702332,batter,3,1,0.3333333333333333
2025,668834,pitcher,0,3,3.0
2025,683232,pitcher,0,1,1.0
2025,661388,batter,4,3,0.75
2025,668930,batter,4,1,0.25
2025,606992,batter,3,2,0.6666666666666666
2025,656555,batter,3,1,0.3333333333333333
2025,666182,batter,3,1,0.3333333333333333
2025,682729,batter,3,3,1.0
2025,663893,pitcher,0,3,3.0
2025,676391,batter,4,0,0.0
2025,665926,batter,0,0,0.0
2025,641778,pitcher,1,4,4.0
2025,605513,pitcher,0,2,2.0
2025,676914,batter,3,1,0.3333333333333333
2025,680718,batter,0,0,0.0
2025,543807,batter,3,0,0.0
2025,684320,pitcher,0,1,1.0
2025,680755,pitcher,0,1,1.0
2025,623168,batter,3,0,0.0
2025,665489,batter,5,0,0.0
2025,664702,batter,3,0,0.0
2025,672386,batter,5,1,0.2
2025,669357,batter,4,3,0.75
2025,687363,batter,4,0,0.0
2025,575929,batter,3,1,0.3333333333333333
2025,688297,pitcher,0,1,1.0
2025,571448,batter,4,0,0.0
2025,663457,batter,5,4,0.8
2025,676475,batter,3,1,0.3333333333333333
2025,650968,batter,4,0,0.0
2025,676617,pitcher,0,1,1.0
2025,669461,pitcher,1,4,4.0
2025,691026,batter,4,0,0.0
2025,671056,batter,3,2,0.6666666666666666
2025,456781,batter,4,0,0.0
2025,668227,batter,4,0,0.0
2025,641487,batter,4,0,0.0
2025,686527,batter,1,1,1.0
2025,663728,batter,3,0,0.0
2025,670156,batter,1,0,0.0
2025,666374,pitcher,0,1,1.0
2025,693433,pitcher,1,3,3.0
2025,664238,batter,2,2,1.0
2025,641598,batter,4,3,0.75
2025,642100,pitcher,0,0,0.0
2025,677594,batter,4,0,0.0
2025,810938,batter,2,1,0.5
2025,593871,batter,4,0,0.0
2025,672841,pitcher,0,1,1.0
2025,645444,batter,2,0,0.0
2025,647304,batter,3,1,0.3333333333333333
2025,593958,pitcher,1,5,5.0
2025,666661,pitcher,0,0,0.0
2025,694374,batter,1,1,1.0
2025,571946,pitcher,0,2,2.0
2025,656222,pitcher,0,0,0.0
2025,606466,batter,4,0,0.0
2025,672695,batter,4,1,0.25
2025,553993,batter,4,1,0.25
2025,682998,batter,4,0,0.0
2025,666971,batter,4,0,0.0
2025,656976,batter,3,1,0.3333333333333333
2025,677950,batter,4,0,0.0
2025,671732,batter,5,3,0.6
2025,649966,batter,4,0,0.0
2025,667670,batter,5,0,0.0
2025,642851,batter,0,0,0.0
2025,680862,batter,4,2,0.5
2025,680474,batter,2,0,0.0
2025,674370,pitcher,0,3,3.0
2025,664913,batter,3,0,0.0
2025,691777,batter,4,1,0.25
2025,672016,batter,0,0,0.0
2025,691016,batter,4,1,0.25
2025,680880,pitcher,0,0,0.0
2025,668709,batter,4,0,0.0
2025,676664,pitcher,1,9,9.0
2025,650859,batter,4,1,0.25
2025,687263,batter,4,1,0.25
2025,624585,batter,4,2,0.5
2025,641401,pitcher,0,0,0.0
2025,518595,batter,2,2,1.0
2025,621493,batter,3,2,0.6666666666666666
2025,545361,batter,3,0,0.0
2025,666176,batter,4,2,0.5
2025,666171,pitcher,0,1,1.0
2025,621028,batter,3,0,0.0
2025,694384,batter,4,2,0.5
2025,656271,pitcher,0,1,1.0
2025,672282,pitcher,0,2,2.0
2025,543294,pitcher,1,3,3.0
2025,676508,pitcher,1,2,2.0
2025,669257,batter,4,1,0.25
2025,642152,pitcher,0,1,1.0
2025,624424,batter,4,0,0.0
2025,681911,pitcher,0,3,3.0
2025,571771,batter,1,0,0.0
2025,571970,batter,3,0,0.0
2025,607455,pitcher,0,0,0.0
2025,518692,batter,4,1,0.25
2025,808975,batter,2,0,0.0
2025,656945,pitcher,0,1,1.0
2025,660271,batter,5,2,0.4
2025,656629,pitcher,0,0,0.0
2025,606192,batter,5,2,0.4
2025,681624,batter,4,1,0.25
2025,605141,batter,5,1,0.2
2025,500743,batter,0,0,0.0
2025,489446,pitcher,0,0,0.0
2025,676263,pitcher,0,0,0.0
2025,673513,pitcher,0,2,2.0
2025,455117,batter,1,0,0.0
2025,688158,pitcher,0,0,0.0
2025,593974,pitcher,0,0,0.0
2025,701538,batter,4,1,0.25
2025,578428,batter,1,1,1.0
2025,592094,pitcher,0,1,1.0
2025,669093,pitcher,0,0,0.0
2025,657757,batter,3,0,0.0
2025,670970,pitcher,0,1,1.0
2025,592518,batter,4,1,0.25
2025,642180,batter,1,1,1.0
2025,665487,batter,3,0,0.0
2025,593428,batter,4,1,0.25
2025,553869,batter,1,1,1.0
2025,630105,batter,4,1,0.25
2025,650333,batter,3,0,0.0
2025,681190,pitcher,1,4,4.0
2025,656716,batter,1,0,0.0
2025,700242,batter,0,0,0.0
2025,663554,pitcher,1,7,7.0
2025,689225,pitcher,0,0,0.0
2025,663330,batter,1,1,1.0
2025,682985,batter,4,0,0.0
2025,663947,pitcher,0,1,1.0
2025,681481,batter,4,1,0.25
2025,679529,batter,4,2,0.5
2025,668670,batter,2,0,0.0
2025,650402,batter,4,0,0.0
2025,669724,pitcher,0,2,2.0
2025,678009,batter,4,3,0.75
2025,693307,batter,1,0,0.0
2025,690993,batter,3,0,0.0
2025,672761,batter,4,1,0.25
2025,669211,pitcher,0,1,1.0
2025,683002,batter,3,1,0.3333333333333333
2025,642397,pitcher,0,1,1.0
2025,668939,batter,4,0,0.0
2025,676059,batter,4,2,0.5
2025,657656,batter,4,1,0.25
2025,621107,pitcher,1,5,5.0
2025,602104,batter,4,0,0.0
2025,702616,batter,5,2,0.4
2025,681297,batter,5,3,0.6
2025,641329,pitcher,0,1,1.0
2025,656811,batter,5,0,0.0
2025,656775,batter,4,1,0.25
2025,682928,batter,4,0,0.0
2025,694350,pitcher,0,1,1.0
2025,665953,batter,4,2,0.5
2025,656180,batter,3,1,0.3333333333333333
2025,663993,batter,3,1,0.3333333333333333
2025,642708,batter,4,0,0.0
2025,695578,batter,4,2,0.5
2025,696285,batter,3,0,0.0
2025,663623,pitcher,1,4,4.0
2025,669743,batter,3,0,0.0
2025,671131,pitcher,0,0,0.0
2025,671277,batter,3,0,0.0
2025,620443,batter,4,2,0.5
2025,621438,batter,0,0,0.0
2025,643446,batter,4,0,0.0
2025,682668,batter,1,0,0.0
2025,683146,batter,3,0,0.0
2025,624413,batter,2,0,0.0
2025,656849,pitcher,1,6,6.0
2025,596019,batter,4,0,0.0
2025,607043,batter,3,0,0.0
2025,665742,batter,4,2,0.5
